province,city_name,一九九七,一九九八,一九九九,二零零零,二零零一,二零零二,二零零三,二零零四,二零零五,二零零六,二零零七,二零零八,二零零九,二零一零,二零一一,二零一二,二零一三,总计
云南,丽江,23.86,26.6,28.71,30.81,33.31,36.86,28.22,33.18,39.74,45.74,55.29,66.04,75.78,93.68,117.9,138.96,168.75,1043.43
云南,临沧,41.9,47.48,48.59,52.73,57.96,64.33,70.75,82.11,95.67,114.22,132.62,130.91,151.57,209.71,279,368.73,431.04,2379.32
云南,怒江,8.3,9.13,9.99,10.87,11.37,12.96,14.04,16.27,24.3,42.74,47.42,42.34,44.16,51.37,59.71,69.08,79.11,553.16
云南,曲靖,99.71,120.76,130.43,140.23,152.67,176.86,194.38,236.66,306.65,364.84,445.11,530.25,577.78,684.34,839.81,970.53,1079.11,7050.12
云南,思茅,41.84,45.11,47.41,50.91,55.83,63.67,71.84,94.51,106.88,124.6,170.23,138.32,161.07,242.58,295.41,359.79,424.35,2494.35
云南,文山,32.37,38.04,41.57,45.8,51.92,58.77,67.08,88.27,112.1,133.23,161.86,189.88,211.56,253.3,307,363.74,415.03,2571.52
云南,西双版纳,37.23,38.75,41.45,44.17,46.15,50.08,57.65,68.07,77.71,92.12,108.87,124.79,143.14,166.21,200.62,238.7,280.12,1815.83
云南,玉溪,65.24,70.23,71.57,75.44,79.96,86.89,95.09,112.42,142.53,166.09,202.53,247.97,257.75,305.89,367.63,428.99,488.19,3264.41
云南,昭通,72.57,81.89,92.28,97.65,97.99,104.36,111.28,115.86,134.04,159.02,190.98,184.68,211.35,375.83,461.68,552.67,628.67,3672.8
云南,汇总,933.19,1030.37,1112.93,1180.51,1281.17,1413.16,1554.92,1817.71,2211.64,2593.96,3124.78,3573.12,3982.25,4896.25,5975.29,7157.49,8172.22,52010.96
浙江,杭州,512.45,566.14,639.58,704.72,803.88,926.4,1097.57,1308.93,1471.56,1753.46,2104.7,992.26,1017.68,1208.39,1429.19,4034.9,4301.62,24873.43
浙江,湖州,158.73,175.94,189.74,213.11,203.04,229.02,264.24,316.96,344.55,407.14,479.78,556.3,602.67,714.22,834.73,925.02,1007.14,7622.33
浙江,嘉兴,327.27,350.91,371.11,433.33,497.89,574.42,702.2,858.91,858.81,999.33,1179.85,1356.61,1435.84,1720.01,2006.84,2177.56,2367.43,18218.32
浙江,金华,370.27,394.5,387.27,431.54,478.75,539.91,637.56,777.75,858.32,994.58,1182.48,1359.52,1435.55,1707.01,1992.15,2195.97,2386.84,18129.97
浙江,丽水,87.78,90.95,97.53,107.25,118.38,138.14,166.3,197.9,222.48,256.72,313.71,371.74,401.73,486.17,588.37,662.35,735.95,5043.45
浙江,宁波,495.3,534.36,589.24,660.28,731.38,834.7,994.13,1175.81,1404.39,1697.81,2029.34,1712.64,1780.3,2100.84,2437.35,3670.78,3997.09,26845.74
浙江,衢州,129.14,136.94,145.57,158.63,170.46,185.92,217.36,228.51,308.38,319.33,390.07,475.89,515.69,621.19,734.24,797.13,987.51,6521.96
浙江,绍兴,533.62,593.18,635.39,650.86,675.53,760.25,876.14,1036.16,1199.34,1390.63,1635.36,1840.95,1970.66,2322.37,2779.61,3055.01,3297.32,25252.38
浙江,台州,302.54,329.75,368.12,418.91,461.07,527.14,608.2,723,781.55,914.22,1086.25,1250.15,1297.31,1543.84,1781.34,1846.41,2006.88,16246.68
浙江,温州,411.06,457.42,490.2,543.73,588.98,665.22,759.08,863.11,922.21,1054.88,1240.09,1409.36,1473.01,1730.15,1991.32,2153.85,2426.77,19180.44
浙江,汇总,3328.16,3630.09,3913.75,4322.36,4729.36,5381.12,6322.78,7487.04,8371.59,9788.1,11641.63,11325.42,11930.44,14154.19,16575.14,21518.98,23514.55,167934.7
重庆,重庆,662.62,700.4,714.74,768.96,847.93,957.33,1078.82,1280.21,1449.21,1588.11,1917.6,2355.34,2732.91,3443.31,4328.28,4824.75,5413.57,35064.09
重庆,汇总,662.62,700.4,714.74,768.96,847.93,957.33,1078.82,1280.21,1449.21,1588.11,1917.6,2355.34,2732.91,3443.31,4328.28,4824.75,5413.57,35064.09
总计,,42203.59,45837.91,47370.51,50492.35,54670.51,60684.76,69114.43,83178.47,95416.97,112610.66,136055.38,152785.45,172519.08,216389.22,255149.48,286519.63,329558,2210556.4
